construction,N,num_blocks,num_matching,predicted_alpha,actual_alpha,alpha_gap,d_max,c,k4_free,block_ids,k_copies,source,g6
single,80,1,5,25,25,0,5,0.9708,1,5590,10,,~?@OQjRro???@?A?I?L?Bo?{????????O??G??I??BO??N???{????????????O???A????g???BO???Bo???Bo???????????????@?????A?????I?????L?????Bo?????{????????????????????O??????G??????I??????BO?????@N???????{????????????????????????O???????A????????g???????BO????C??Bo???????Bo???????????????????????????@?????????A?????????I?????????L???@?????Bo?????????{????????????????????????????????O??????????G??????????I??????????BO?@????????N???????????{????????????????????????????????????O???????????A????????????g???????????BOC??????????Bo???????????Bo
single,88,1,5,28,28,0,5,0.9885,1,5590,11,,~?@WQjRro???@?A?I?L?Bo?{????????O??G??I??BO??N???{????????????O???A????g???BO???Bo???Bo???????????????@?????A?????I?????L?????Bo?????{????????????????????O??????G??????I??????BO??????N???????{????????????????????????O???????A????????g???????BO?????@?Bo???????Bo???????????????????????????@?????????A?????????I?????????L?????O???Bo?????????{????????????????????????????????O??????????G??????????I??????????BO???O??????N???????????{????????????????????????????????????O???????????A????????????g???????????BO?@?????????Bo???????????Bo???????????????????????????????????????@?????????????A?????????????I?????????????L?O???????????Bo?????????????{
single,96,1,6,30,30,0,5,0.9708,1,5590,12,,~?@_QjRro???@?A?I?L?Bo?{????????O??G??I??BO??N???{????????????O???A????g???BO???Bo???Bo???????????????@?????A?????I?????L?????Bo?????{????????????????????O??????G??????I??????BO??????N???????{????????????????????????O???????A????????g???????BO???????Ro???????Bo???????????????????????????@?????????A?????????I?????????L??????C??Bo?????????{????????????????????????????????O??????????G??????????I??????????BO????C?????N???????????{????????????????????????????????????O???????????A????????????g???????????BO???O???????Bo???????????Bo???????????????????????????????????????@?????????????A?????????????I?????????????L??C??????????Bo?????????????{????????????????????????????????????????????O??????????????G??????????????I??????????????BOC?????????????N???????????????{
single,16,1,1,5,5,0,4,0.9017,1,4249,2,,OCQVQw??@??C?C?H?FO?m
single,24,1,1,8,8,0,4,0.9618,1,4249,3,,WCQVQw?????C?C?H?FO?m?????@?????O??C??AO??\???m
single,32,1,2,10,10,0,4,0.9017,1,4249,4,,_CQVQw?????C?C?H?FO?m???????O???O??C??AO??\???m????????C???????C????O???AO???FO???Aw
single,40,1,2,13,13,0,4,0.9378,1,4249,5,,gCQVQw?????C?C?H?FO?m???????????O??C??AO??\???m?????????@??????C????O???AO???FO???Aw??????????@??????????C?????C?????H?????FO?????m
single,48,1,3,15,15,0,4,0.9017,1,4249,6,,oCQVQw?????C?C?H?FO?m???????????O??C??AO??\???m???????????O????C????O???AO???FO???Aw????????????O????????C?????C?????H?????FO?????m?????????????@?????????????O??????C??????AO??????\???????m
single,56,1,3,18,18,0,4,0.9274,1,4249,7,,wCQVQw?????C?C?H?FO?m???????????O??C??AO??\???m????????????????C????O???AO???FO???Aw?????????????C???????C?????C?????H?????FO?????m???????????????O???????????O??????C??????AO??????\???????m????????????????C???????????????C????????O???????AO???????FO???????Aw
single,64,1,4,20,20,0,4,0.9017,1,4249,8,,~?@?CQVQw?????C?C?H?FO?m???????????O??C??AO??\???m????????????????C????O???AO???FO???Aw??????????????@??????C?????C?????H?????FO?????m????????????????C??????????O??????C??????AO??????\???????m?????????????????@??????????????C????????O???????AO???????FO???????Aw??????????????????@??????????????????C?????????C?????????H?????????FO?????????m
single,72,1,4,23,23,0,4,0.9217,1,4249,9,,~?@GCQVQw?????C?C?H?FO?m???????????O??C??AO??\???m????????????????C????O???AO???FO???Aw?????????????????????C?????C?????H?????FO?????m?????????????????@?????????O??????C??????AO??????\???????m???????????????????O????????????C????????O???????AO???????FO???????Aw????????????????????O????????????????C?????????C?????????H?????????FO?????????m?????????????????????@?????????????????????O??????????C??????????AO??????????\???????????m
single,80,1,5,25,25,0,4,0.9017,1,4249,10,,~?@OCQVQw?????C?C?H?FO?m???????????O??C??AO??\???m????????????????C????O???AO???FO???Aw?????????????????????C?????C?????H?????FO?????m???????????????????O???????O??????C??????AO??????\???????m????????????????????C???????????C????????O???????AO???????FO???????Aw?????????????????????C???????????????C?????????C?????????H?????????FO?????????m???????????????????????O???????????????????O??????????C??????????AO??????????\???????????m????????????????????????C???????????????????????C????????????O???????????AO???????????FO???????????Aw
single,88,1,5,28,28,0,4,0.9181,1,4249,11,,~?@WCQVQw?????C?C?H?FO?m???????????O??C??AO??\???m????????????????C????O???AO???FO???Aw?????????????????????C?????C?????H?????FO?????m???????????????????????????O??????C??????AO??????\???????m?????????????????????@??????????C????????O???????AO???????FO???????Aw??????????????????????@??????????????C?????????C?????????H?????????FO?????????m????????????????????????C??????????????????O??????????C??????????AO??????????\???????????m?????????????????????????@??????????????????????C????????????O???????????AO???????????FO???????????Aw??????????????????????????@??????????????????????????C?????????????C?????????????H?????????????FO?????????????m
single,96,1,6,30,30,0,4,0.9017,1,4249,12,,~?@_CQVQw?????C?C?H?FO?m???????????O??C??AO??\???m????????????????C????O???AO???FO???Aw?????????????????????C?????C?????H?????FO?????m???????????????????????????O??????C??????AO??????\???????m???????????????????????O????????C????????O???????AO???????FO???????Aw????????????????????????O????????????C?????????C?????????H?????????FO?????????m?????????????????????????@?????????????????O??????????C??????????AO??????????\???????????m???????????????????????????O????????????????????C????????????O???????????AO???????????FO???????????Aw????????????????????????????O????????????????????????C?????????????C?????????????H?????????????FO?????????????m?????????????????????????????@?????????????????????????????O??????????????C??????????????AO??????????????\???????????????m
single,16,1,1,5,5,0,4,0.9017,1,4539,2,,OCQuQw??@??C?C?J?EO?m
single,24,1,1,8,8,0,4,0.9618,1,4539,3,,WCQuQw?????C?C?J?EO?m?????@?????O??C??Ao??X???m
single,32,1,2,10,10,0,4,0.9017,1,4539,4,,_CQuQw?????C?C?J?EO?m???????O???O??C??Ao??X???m????????C???????C????O???Ao???EO???Aw
single,40,1,2,13,13,0,4,0.9378,1,4539,5,,gCQuQw?????C?C?J?EO?m???????????O??C??Ao??X???m?????????@??????C????O???Ao???EO???Aw??????????@??????????C?????C?????J?????EO?????m
single,48,1,3,15,15,0,4,0.9017,1,4539,6,,oCQuQw?????C?C?J?EO?m???????????O??C??Ao??X???m???????????O????C????O???Ao???EO???Aw????????????O????????C?????C?????J?????EO?????m?????????????@?????????????O??????C??????Ao??????X???????m
single,56,1,3,18,18,0,4,0.9274,1,4539,7,,wCQuQw?????C?C?J?EO?m???????????O??C??Ao??X???m????????????????C????O???Ao???EO???Aw?????????????C???????C?????C?????J?????EO?????m???????????????O???????????O??????C??????Ao??????X???????m????????????????C???????????????C????????O???????Ao???????EO???????Aw
single,64,1,4,20,20,0,4,0.9017,1,4539,8,,~?@?CQuQw?????C?C?J?EO?m???????????O??C??Ao??X???m????????????????C????O???Ao???EO???Aw??????????????@??????C?????C?????J?????EO?????m????????????????C??????????O??????C??????Ao??????X???????m?????????????????@??????????????C????????O???????Ao???????EO???????Aw??????????????????@??????????????????C?????????C?????????J?????????EO?????????m
single,72,1,4,23,23,0,4,0.9217,1,4539,9,,~?@GCQuQw?????C?C?J?EO?m???????????O??C??Ao??X???m????????????????C????O???Ao???EO???Aw?????????????????????C?????C?????J?????EO?????m?????????????????@?????????O??????C??????Ao??????X???????m???????????????????O????????????C????????O???????Ao???????EO???????Aw????????????????????O????????????????C?????????C?????????J?????????EO?????????m?????????????????????@?????????????????????O??????????C??????????Ao??????????X???????????m
single,80,1,5,25,25,0,4,0.9017,1,4539,10,,~?@OCQuQw?????C?C?J?EO?m???????????O??C??Ao??X???m????????????????C????O???Ao???EO???Aw?????????????????????C?????C?????J?????EO?????m???????????????????O???????O??????C??????Ao??????X???????m????????????????????C???????????C????????O???????Ao???????EO???????Aw?????????????????????C???????????????C?????????C?????????J?????????EO?????????m???????????????????????O???????????????????O??????????C??????????Ao??????????X???????????m????????????????????????C???????????????????????C????????????O???????????Ao???????????EO???????????Aw
single,88,1,5,28,28,0,4,0.9181,1,4539,11,,~?@WCQuQw?????C?C?J?EO?m???????????O??C??Ao??X???m????????????????C????O???Ao???EO???Aw?????????????????????C?????C?????J?????EO?????m???????????????????????????O??????C??????Ao??????X???????m?????????????????????@??????????C????????O???????Ao???????EO???????Aw??????????????????????@??????????????C?????????C?????????J?????????EO?????????m????????????????????????C??????????????????O??????????C??????????Ao??????????X???????????m?????????????????????????@??????????????????????C????????????O???????????Ao???????????EO???????????Aw??????????????????????????@??????????????????????????C?????????????C?????????????J?????????????EO?????????????m
single,96,1,6,30,30,0,4,0.9017,1,4539,12,,~?@_CQuQw?????C?C?J?EO?m???????????O??C??Ao??X???m????????????????C????O???Ao???EO???Aw?????????????????????C?????C?????J?????EO?????m???????????????????????????O??????C??????Ao??????X???????m???????????????????????O????????C????????O???????Ao???????EO???????Aw????????????????????????O????????????C?????????C?????????J?????????EO?????????m?????????????????????????@?????????????????O??????????C??????????Ao??????????X???????????m???????????????????????????O????????????????????C????????????O???????????Ao???????????EO???????????Aw????????????????????????????O????????????????????????C?????????????C?????????????J?????????????EO?????????????m?????????????????????????????@?????????????????????????????O??????????????C??????????????Ao??????????????X???????????????m
single,16,1,1,5,5,0,4,0.9017,1,4563,2,,OCQvQw??@??C?C?J?FO?m
single,24,1,1,8,8,0,4,0.9618,1,4563,3,,WCQvQw?????C?C?J?FO?m?????@?????O??C??Ao??\???m
single,32,1,2,10,10,0,4,0.9017,1,4563,4,,_CQvQw?????C?C?J?FO?m???????O???O??C??Ao??\???m????????C???????C????O???Ao???FO???Aw
single,40,1,2,13,13,0,4,0.9378,1,4563,5,,gCQvQw?????C?C?J?FO?m???????????O??C??Ao??\???m?????????@??????C????O???Ao???FO???Aw??????????@??????????C?????C?????J?????FO?????m
single,48,1,3,15,15,0,4,0.9017,1,4563,6,,oCQvQw?????C?C?J?FO?m???????????O??C??Ao??\???m???????????O????C????O???Ao???FO???Aw????????????O????????C?????C?????J?????FO?????m?????????????@?????????????O??????C??????Ao??????\???????m
single,56,1,3,18,18,0,4,0.9274,1,4563,7,,wCQvQw?????C?C?J?FO?m???????????O??C??Ao??\???m????????????????C????O???Ao???FO???Aw?????????????C???????C?????C?????J?????FO?????m???????????????O???????????O??????C??????Ao??????\???????m????????????????C???????????????C????????O???????Ao???????FO???????Aw
single,64,1,4,20,20,0,4,0.9017,1,4563,8,,~?@?CQvQw?????C?C?J?FO?m???????????O??C??Ao??\???m????????????????C????O???Ao???FO???Aw??????????????@??????C?????C?????J?????FO?????m????????????????C??????????O??????C??????Ao??????\???????m?????????????????@??????????????C????????O???????Ao???????FO???????Aw??????????????????@??????????????????C?????????C?????????J?????????FO?????????m
single,72,1,4,23,23,0,4,0.9217,1,4563,9,,~?@GCQvQw?????C?C?J?FO?m???????????O??C??Ao??\???m????????????????C????O???Ao???FO???Aw?????????????????????C?????C?????J?????FO?????m?????????????????@?????????O??????C??????Ao??????\???????m???????????????????O????????????C????????O???????Ao???????FO???????Aw????????????????????O????????????????C?????????C?????????J?????????FO?????????m?????????????????????@?????????????????????O??????????C??????????Ao??????????\???????????m
single,80,1,5,25,25,0,4,0.9017,1,4563,10,,~?@OCQvQw?????C?C?J?FO?m???????????O??C??Ao??\???m????????????????C????O???Ao???FO???Aw?????????????????????C?????C?????J?????FO?????m???????????????????O???????O??????C??????Ao??????\???????m????????????????????C???????????C????????O???????Ao???????FO???????Aw?????????????????????C???????????????C?????????C?????????J?????????FO?????????m???????????????????????O???????????????????O??????????C??????????Ao??????????\???????????m????????????????????????C???????????????????????C????????????O???????????Ao???????????FO???????????Aw
single,88,1,5,28,28,0,4,0.9181,1,4563,11,,~?@WCQvQw?????C?C?J?FO?m???????????O??C??Ao??\???m????????????????C????O???Ao???FO???Aw?????????????????????C?????C?????J?????FO?????m???????????????????????????O??????C??????Ao??????\???????m?????????????????????@??????????C????????O???????Ao???????FO???????Aw??????????????????????@??????????????C?????????C?????????J?????????FO?????????m????????????????????????C??????????????????O??????????C??????????Ao??????????\???????????m?????????????????????????@??????????????????????C????????????O???????????Ao???????????FO???????????Aw??????????????????????????@??????????????????????????C?????????????C?????????????J?????????????FO?????????????m
single,96,1,6,30,30,0,4,0.9017,1,4563,12,,~?@_CQvQw?????C?C?J?FO?m???????????O??C??Ao??\???m????????????????C????O???Ao???FO???Aw?????????????????????C?????C?????J?????FO?????m???????????????????????????O??????C??????Ao??????\???????m???????????????????????O????????C????????O???????Ao???????FO???????Aw????????????????????????O????????????C?????????C?????????J?????????FO?????????m?????????????????????????@?????????????????O??????????C??????????Ao??????????\???????????m???????????????????????????O????????????????????C????????????O???????????Ao???????????FO???????????Aw????????????????????????????O????????????????????????C?????????????C?????????????J?????????????FO?????????????m?????????????????????????????@?????????????????????????????O??????????????C??????????????Ao??????????????\???????????????m
single,16,1,1,5,5,0,4,0.9017,1,4567,2,,OCQurW??@??C?C?J?Eo?u
single,24,1,1,8,8,0,4,0.9618,1,4567,3,,WCQurW?????C?C?J?Eo?u?????@?????O??C??Ao??Z???u
single,32,1,2,10,10,0,4,0.9017,1,4567,4,,_CQurW?????C?C?J?Eo?u???????O???O??C??Ao??Z???u????????C???????C????O???Ao???Eo???BW
single,40,1,2,13,13,0,4,0.9378,1,4567,5,,gCQurW?????C?C?J?Eo?u???????????O??C??Ao??Z???u?????????@??????C????O???Ao???Eo???BW??????????@??????????C?????C?????J?????Eo?????u
single,48,1,3,15,15,0,4,0.9017,1,4567,6,,oCQurW?????C?C?J?Eo?u???????????O??C??Ao??Z???u???????????O????C????O???Ao???Eo???BW????????????O????????C?????C?????J?????Eo?????u?????????????@?????????????O??????C??????Ao??????Z???????u
single,56,1,3,18,18,0,4,0.9274,1,4567,7,,wCQurW?????C?C?J?Eo?u???????????O??C??Ao??Z???u????????????????C????O???Ao???Eo???BW?????????????C???????C?????C?????J?????Eo?????u???????????????O???????????O??????C??????Ao??????Z???????u????????????????C???????????????C????????O???????Ao???????Eo???????BW
single,64,1,4,20,20,0,4,0.9017,1,4567,8,,~?@?CQurW?????C?C?J?Eo?u???????????O??C??Ao??Z???u????????????????C????O???Ao???Eo???BW??????????????@??????C?????C?????J?????Eo?????u????????????????C??????????O??????C??????Ao??????Z???????u?????????????????@??????????????C????????O???????Ao???????Eo???????BW??????????????????@??????????????????C?????????C?????????J?????????Eo?????????u
single,72,1,4,23,23,0,4,0.9217,1,4567,9,,~?@GCQurW?????C?C?J?Eo?u???????????O??C??Ao??Z???u????????????????C????O???Ao???Eo???BW?????????????????????C?????C?????J?????Eo?????u?????????????????@?????????O??????C??????Ao??????Z???????u???????????????????O????????????C????????O???????Ao???????Eo???????BW????????????????????O????????????????C?????????C?????????J?????????Eo?????????u?????????????????????@?????????????????????O??????????C??????????Ao??????????Z???????????u
single,80,1,5,25,25,0,4,0.9017,1,4567,10,,~?@OCQurW?????C?C?J?Eo?u???????????O??C??Ao??Z???u????????????????C????O???Ao???Eo???BW?????????????????????C?????C?????J?????Eo?????u???????????????????O???????O??????C??????Ao??????Z???????u????????????????????C???????????C????????O???????Ao???????Eo???????BW?????????????????????C???????????????C?????????C?????????J?????????Eo?????????u???????????????????????O???????????????????O??????????C??????????Ao??????????Z???????????u????????????????????????C???????????????????????C????????????O???????????Ao???????????Eo???????????BW
