graph_id,source,n,d_max,alpha,c_log,hoffman,hoffman_t,theta,theta_t,theta_prime,theta_prime_t,chi_f,chi_f_t,clique_cover,clique_cover_t,hardcore,hardcore_t,hoffman_over_alpha,theta_over_alpha,theta_prime_over_alpha,chi_f_over_alpha,clique_cover_over_alpha,alpha_over_hardcore
6a8d281aabad2908,cayley,19,6,4,0.704982,5.240429751206532,0.0001,5.2404334399879655,0.029,5.240438400258863,0.033,6.333338087301317,0.0025,7,0.0002,3.99190339000276,0.0082,1.3101,1.3101,1.3101,1.5833,1.75,1.002
18147bf6fda98e69,cayley_tabu,20,7,4,0.719458,7.101650561665687,0.0001,5.306063756099709,0.0359,5.306049378236792,0.0401,6.666671548450548,0.0026,7,0.0002,3.9927965478536724,0.0094,1.7754,1.3265,1.3265,1.6667,1.75,1.0018
8812a7612418bc72,cayley_tabu,21,8,4,0.732797,6.383626566959779,0.0002,5.404425617405492,0.0442,5.4044129494140165,0.048,7.000001062262493,0.0033,9,0.0003,3.9912250567221377,0.0098,1.5959,1.3511,1.3511,1.75,2.25,1.0022
aa356a092d0eb4fc,cayley_tabu,22,8,4,0.699489,6.967028495798388,0.0002,5.670927538989828,0.0852,5.670931476835589,0.0489,7.333334149751226,0.0024,8,0.0002,3.9931987115978216,0.0126,1.7418,1.4177,1.4177,1.8333,2.0,1.0017
92ceb7fdfc261844,server_sat_exact,23,4,6,0.75271,,0.0001,6.922421987047804,0.0309,6.922359460639484,0.0748,7.833335883351945,0.0027,10,0.0003,5.989467842575919,0.0194,,1.1537,1.1537,1.3056,1.6667,1.0018
3c9b2c4e75c6113b,cayley_tabu,24,4,6,0.721348,8.000000000000005,0.0002,7.029437624364954,0.0394,7.0294370586342545,0.0446,8.000005947370184,0.0028,9,0.0002,5.9900207848406115,0.0234,1.3333,1.1716,1.1716,1.3333,1.5,1.0017
c85eb47ebbd5a012,sat_exact,25,7,5,0.719458,,0.0002,6.623852477694122,0.0424,6.623370536651484,0.1179,8.333333340276848,0.0031,11,0.0002,4.990854938686672,0.0196,,1.3248,1.3247,1.6667,2.2,1.0018
f7da038cfe9e2836,server_sat_exact,26,8,5,0.739844,,0.0001,6.677154852585351,0.0426,6.659599933474382,0.1487,8.666667605844866,0.0032,10,0.0002,4.98969093542272,0.015,,1.3354,1.3319,1.7333,2.0,1.0021
5f74759cb56822ac,server_sat_exact,27,6,6,0.744148,,0.0001,7.448474726952727,0.0343,7.443575007851012,0.1457,9.000000619013326,0.0029,11,0.0002,5.989226541521868,0.0255,,1.2414,1.2406,1.5,1.8333,1.0018
4f05db43a7cdc585,disjoint_lift,28,6,6,0.717571,,0.0001,7.544838187498719,0.0445,7.535039986321529,0.125,9.333340534484242,0.0028,11,0.0002,5.9891589847720805,0.0296,,1.2575,1.2558,1.5556,1.8333,1.0018
