graph_id,source,n,d,alpha,lam_min,hoffman,theta,theta_over_alpha,alpha_over_theta,theta_over_hoff,alpha_over_hoff,c_log
6e37a400e7ecc097,brute_force,9,2.222222,3,-1.732051,3.942180775075469,2.9999917893413306,0.9999972631137769,1.0000027368937137,0.7609980263484742,0.7610001091191887,0.910239
d940a2bc0b5b76a6,brute_force,9,2.444444,3,-1.860806,3.8899608617385746,2.9999613353934884,0.9999871117978295,1.0000128883682784,0.7712060460301622,0.771215985617702,0.910239
5b1d0ce60e83a7e6,brute_force,9,2.444444,3,-2.0,4.05000040500004,3.0000000409871657,1.0000000136623886,0.9999999863376117,0.7407406767869534,0.7407406666666667,0.910239
1652ff9ac5d08414,circulant,9,2,3,-1.0,3.0,2.9999991141322297,0.9999997047107433,1.0000002952893439,0.9999997047107433,1.0,0.961797
d6c1092e33d207a4,circulant,9,4,3,-2.0,3.0,3.000001359189965,1.0000004530633217,0.9999995469368836,1.0000004530633217,1.0,0.961797
d747a050a3e4554c,circulant,9,4,3,-2.879385,3.7669740827123355,3.000018416874514,1.0000061389581714,0.9999938610795153,0.7964000683313461,0.7963951792946526,0.961797
22a88f2e556f1ff1,circulant,10,4,3,-2.236068,3.58570175950615,3.1671833269401555,1.0557277756467185,0.9472138775428346,0.8832813042924027,0.8366563091998991,0.865617
efea1f42b6121505,random,10,4,3,-2.732051,4.058274365419988,3.426230356542941,1.1420767855143137,0.8755978693233556,0.8442579402066529,0.7392304536042702,0.865617
9cb24591b489ddc6,regularity,10,3.8,3,-2.308875,3.779542059708212,3.3176666533196966,1.1058888844398989,0.904249978519742,0.8777959342449617,0.7937469546857234,0.865617
fef30baa553a0219,sat_regular,10,3.2,3,-2.102775,3.965423763972636,3.317667347253457,1.1058891157511523,0.9042497893839662,0.836648879092245,0.7565395727074938,0.865617
becd0b77b8b0d807,sat_regular,10,2.8,3,-1.855773,3.985961085302054,3.236067928654804,1.0786893095516012,0.9270509971176858,0.8118664129932358,0.7526415676917382,0.865617
14e81196cc9db386,circulant_fast,10,5,3,-3.236068,3.9291419157782577,3.157376921785817,1.0524589739286057,0.9501558015769608,0.8035792520261833,0.7635254883395527,0.932002
