graph_id,source,n,d,alpha,lam_min,hoffman,theta,theta_over_alpha,alpha_over_theta,theta_over_hoff,alpha_over_hoff,c_log
da9912b6f52dc551,regularity,20,3.9,7,-2.925835,8.572826621211911,6.999973626451652,0.999996232350236,1.0000037676639593,0.8165304089005465,0.8165334853127397,1.009887
fd18632b0974b0c2,sat_regular,20,1.9,7,-1.0,6.8965517241379315,6.999950583547919,0.9999929405068456,1.000007059542991,1.0149928346144483,1.015,1.009887
8812a7612418bc72,circulant,21,8,4,-3.493959,6.383626303173693,5.404425617405492,1.351106404351373,0.740134157294644,0.8466074548753927,0.6266030951735622,0.732797
94b14848451457ef,sat_regular,21,7.333333,4,-3.345601,6.579085609106677,5.430690777952977,1.3576726944882442,0.7365545496051507,0.8254476534605192,0.6079872246172411,0.732797
d49b17a57ceabb1e,sat_regular,21,7.333333,4,-3.341408,6.573421125627311,5.449604519145053,1.3624011297862633,0.7339982169252035,0.829036268176868,0.608511142608146,0.732797
ab0e65c9373e0a76,server_sat_exact,21,7.904762,4,-3.487268,6.428408984175778,5.380113886616824,1.345028471654206,0.74347868545127,0.8369277530195347,0.6222379456326489,0.732797
94aba0c67d46d31a,cayley_tabu_gap,21,8,4,-2.71871,5.32647212211171,4.841093351102946,1.2102733377757364,0.8262596297773684,0.9088742492439192,0.7509661006944645,0.732797
3353237deb81546c,circulant_fast,21,4,6,-2.24698,7.553502652481679,6.329760740430267,1.0549601234050445,0.9479031271555058,0.8379901393627821,0.7943334736274593,0.824397
ed46c4ec5a03a8d3,circulant_fast,21,8,5,-5.096243,8.171893496478342,5.816195339244108,1.1632390678488216,0.8596685132397593,0.7117316619153913,0.6118532996244674,0.915997
bf9389f66cab1db2,random,21,6,6,-3.861368,8.222868064552504,6.822378984922457,1.1370631641537428,0.8794586189451034,0.8296836251493155,0.7296724151351838,0.956761
6b5d2c5880afb01a,regularity,21,6,6,-3.289599,7.436443596758053,6.433122191902761,1.0721870319837936,0.9326730972951325,0.8650804794253137,0.8068372901551655,0.956761
aa356a092d0eb4fc,circulant,22,8,4,-3.707599,6.967028679407281,5.670927538989828,1.417731884747457,0.7053519856317062,0.8139664410671381,0.5741328454442791,0.699489
19b2ab86c61de58d,server_sat_exact,22,8.818182,4,-3.622491,6.405988004025184,5.431797675713824,1.357949418928456,0.7364044537012946,0.8479250464254334,0.6244157805925661,0.744741
5a5b8bb311071f06,circulant_fast,22,4,6,-2.203616,7.814724831453139,6.9035729252747515,1.150595487545792,0.8691151762927469,0.8834057595334474,0.7677813524349401,0.786925
5e39901f5d257c59,circulant_fast,22,7,5,-3.944078,7.928462863660145,6.420196526530279,1.2840393053060557,0.7787923592896918,0.8097656048762041,0.6306392658931833,0.817566
5bc7fedd5b59e1b0,regularity,22,9.727273,5,-4.894495,7.364286589692847,5.712976310146016,1.1425952620292033,0.8752005484637143,0.7757677869492441,0.6789523926184603,0.987033
597909979984df6c,random,22,4,8,-3.265017,9.887158419588005,8.745532686991488,1.093191585873936,0.9147527413509724,0.8845344957419943,0.8091303547994892,1.049233
92ceb7fdfc261844,server_sat_exact,23,3.826087,6,-2.0,7.8955223291378935,6.922421987047804,1.1537369978413008,0.8667486627117356,0.8767528858098561,0.7599243913043477,0.75271
09dab3e43b37c1dd,circulant,23,8,5,-3.648692,7.204235119273477,6.289004095685858,1.2578008191371715,0.7950384391433151,0.8729593067917643,0.6940362047073546,0.836345
858f87ff2796b18c,circulant_fast,23,8,5,-4.960305,8.802803251929642,6.289031175905452,1.2578062351810904,0.7950350157518712,0.7144350493721244,0.5680008807312559,0.836345
eb1b520c97c27a53,circulant_fast,23,8,5,-4.078642,7.766499412765111,6.15644402165841,1.2312888043316819,0.8121571450028569,0.7926922664205196,0.6437906879619331,0.836345
723de9b5dcb6caf6,cayley_tabu,23,8,5,-3.604049,7.143465785089325,6.065323083405155,1.213064616681031,0.8243583946385478,0.8490728822507143,0.6999403581433236,0.836345
1eafdd6b8f201a60,cayley_tabu_gap,23,4,7,-2.221182,8.211813446383662,7.574423534605748,1.0820605049436782,0.9241627389884732,0.9223813453703567,0.8524304705293417,0.878162
5e22cec99cb5dc51,random,23,4,8,-3.017423,9.889774209136316,8.615949447475877,1.0769936809344847,0.9285105546137663,0.8711977913020844,0.8089163443801866,1.003614
3b8121b600602cf6,regularity,23,4,9,-3.139079,10.113183647358433,9.000008575771005,1.000000952863445,0.9999990471374629,0.8899283242148788,0.8899274762355179,1.129066
3c9b2c4e75c6113b,circulant,24,4,6,-2.0,8.0,7.029437624364954,1.171572937394159,0.8535533453207141,0.8786797030456193,0.75,0.721348
f63aea26d32d0073,circulant,24,10,4,-4.0,6.857142857142857,5.7295908737341605,1.4323977184335401,0.6981301262428656,0.8355653357528985,0.5833333333333334,0.723824
3976a3cbedf01cd1,cayley_tabu,24,10,4,-4.0,6.857142857142857,5.706446707829069,1.4266116769572672,0.7009615974354274,0.8321901448917393,0.5833333333333334,0.723824
5717078a29d135df,cayley_tabu_gap,24,10,4,-3.732051,6.522639917372866,5.7303516674104875,1.4325879168526219,0.6980374385657167,0.8785325788332816,0.6132486310253175,0.723824
c863d7998807709c,cayley_tabu_gap,24,7,5,-3.372281,7.80298412663521,6.399980327948182,1.2799960655896363,0.7812524013808942,0.8201965073979934,0.6407804910089048,0.749435
eaeff9bb717e546f,cayley_tabu_gap,24,7,5,-3.0,7.2,6.334370096136093,1.2668740192272185,0.7893444690025223,0.8797736244633462,0.6944444444444444,0.749435
e08f8665369fdab7,circulant_fast,24,5,6,-3.0,9.0,6.928233876619711,1.1547056461032852,0.8660215730083586,0.7698037640688568,0.6666666666666666,0.776669
8db5676786de0787,circulant_fast,24,8,5,-4.078116,8.103481039592598,6.375422647577704,1.2750845295155409,0.7842617307732083,0.7867511031898741,0.6170187818754216,0.801497
a19748a11c4edf5f,cayley_tabu_gap,24,9,5,-5.0,8.571428571428571,6.285720410172692,1.2571440820345383,0.7954537704076201,0.7333340478534808,0.5833333333333334,0.853349
b2a2e076b36c1d16,cayley_tabu_gap,24,7,6,-3.0,7.2,6.319175947092917,1.053195991182153,0.9494908909381212,0.8776633259851274,0.8333333333333333,0.899322
39196d1148b56199,cayley_tabu_gap,24,7,6,-3.0,7.2,7.200011403787385,1.2000019006312308,0.8333320134526246,1.000001583859359,0.8333333333333333,0.899322
ace543ab6b1a40cc,random,24,5,8,-3.379648,9.679589405187427,8.491919524695973,1.0614899405869966,0.942072045870738,0.8773016260529641,0.8264813377014409,1.035558
68ef2fcb725b8335,regularity,24,5,8,-3.862822,10.460294475055463,8.58657588241946,1.0733219853024325,0.9316868690789256,0.8208732462451954,0.7647968247048401,1.035558
f3eb0de1e608fee5,cayley_tabu_gap,24,6,8,-3.0,8.0,8.000001313700265,1.0000001642125331,0.9999998357874939,1.0000001642125331,1.0,1.116221
36297bd904187f06,cayley_tabu_gap,24,8,8,-4.0,8.0,7.999948507613129,0.9999935634516411,1.0000064365897883,0.9999935634516411,1.0,1.282396
43812609f2f1a7a5,circulant,25,6,6,-2.618034,7.594638173857287,7.274769926794387,1.2124616544657312,0.8247683514912049,0.9578823586140063,0.7900310538365811,0.803679
cc40d15fda8837a4,circulant_fast,25,6,6,-2.767301,7.890971805348077,7.274762146235849,1.212460357705975,0.8247692336036795,0.921909534806018,0.7603626204738841,0.803679
ecefd95944090fae,alpha_targeted,25,7.92,6,-4.348715,8.86139053682476,7.208792333152521,1.2014653888587536,0.8323169433535482,0.813505770137922,0.6770946360016695,0.923325
8dae541f5dd098bc,circulant_fast,25,4,8,-2.234316,8.959747949895387,8.260518725594817,1.0325648406993522,0.9684621832781987,0.9219588287292463,0.8928822601637367,0.923325
b3b3e7832f35c3c6,cayley_tabu,25,8,6,-4.236068,8.65487998268725,7.360681268177853,1.2267802113629755,0.815141938822914,0.8504660125734567,0.6932505143921202,0.923325
5162870f0ef78acd,cayley_tabu_gap,25,8,6,-4.236068,8.65487998268725,7.151492079874608,1.1919153466457681,0.8389857575155424,0.8262959271740409,0.6932505143921202,0.923325
4a554f4d687ed161,cayley_tabu_gap,25,6,7,-2.618034,7.594638173857287,7.594770008147773,1.0849671440211104,0.9216868967052728,1.0000173588639074,0.921702896142678,0.937626
f33914370ae7dec2,alpha_targeted,25,8.88,6,-4.419031,8.307054476375008,6.732254901690103,1.1220424836150171,0.8912318513806906,0.8104262372224014,0.7222776758072075,0.983058
fe88ca59df0d673b,alpha_targeted,25,8.88,6,-4.492241,8.398444583821066,6.71423004527733,1.119038340879555,0.8936244304319441,0.7994611357216977,0.7144180020617772,0.983058
68abfb739a10eb46,random_regular_switch,25,8.96,6,-4.959583,8.907563897567908,6.9545760448995555,1.1590960074832592,0.862741303174097,0.7807494983896114,0.6735848396931758,0.983058
54764d41e3aaa18c,random_regular_switch,25,8.88,6,-4.405295,8.289795220956703,6.87215753580643,1.1453595893010717,0.8730882504857939,0.82899002359353,0.7237814493694521,0.983058
02390465bc0195be,random_regular_switch,25,6.96,7,-4.421123,9.711526270298634,7.901173836690408,1.1287391195272012,0.8859443096283165,0.8135872381723417,0.7207929840450039,1.007241
56c90ff50d75def9,regularity,25,3.92,9,-2.975938,10.788735339557869,9.000001927364746,1.0000002141516384,0.9999997858484074,0.834203606271203,0.8342034276251722,1.03874
4ab163485c72268c,alpha_targeted,25,8.88,6,-4.518927,8.431509105169392,6.8906958289311095,1.1484493048218516,0.8707393489650994,0.8172553386328429,0.7116163814994134,1.042307
4e84a15bc2b5c64d,alpha_targeted,25,9.84,6,-5.199228,8.642777408521235,6.781948054944685,1.1303246758241141,0.8847015564540383,0.7846954438810504,0.6942212805439577,1.042307
9508203143aeaef0,alpha_targeted,25,8.96,6,-5.028475,8.986817719587016,6.959027158778175,1.1598378597963626,0.8621894789462848,0.774359442454339,0.6676445642068422,1.042307
ffd8e39f5b217a4c,circulant,26,6,6,-2.665968,7.998548806088368,7.591774873021954,1.2652958121703257,0.7903290205985338,0.9491440331330123,0.750136074112956,0.772769
455cbb3045ff254f,circulant_fast,26,6,6,-3.197832,9.039481477809119,7.211102185499438,1.2018503642499063,0.8320503365026773,0.7977340518039514,0.663754886243122,0.772769
b04f6f0837d38069,circulant_fast,26,6,6,-2.302776,7.211103370728056,7.211044735092775,1.2018407891821292,0.8320569654492381,0.9999918687013254,0.8320501997455378,0.772769
3fdda50658cb52c9,cayley_tabu_gap,26,6,7,-3.47981,9.543973982600917,7.9251037659663774,1.1321576808523397,0.8832691920149803,0.8303777630171865,0.7334470958073971,0.901563
f2d496a5949cb1b0,regularity,26,9.923077,6,-4.769655,8.440297556642292,7.014571315993749,1.1690952193322914,0.8553623207621469,0.8310810452972082,0.710875411646851,1.002218
92c25bf61147bfef,srg_catalog,26,10,6,-3.0,6.0,5.999999413989089,0.9999999023315148,1.0000000976684946,0.9999999023315148,1.0,1.002218
2f1cb9ee9f821704,srg_catalog,26,10,6,-3.0,6.0,5.999999602389228,0.9999999337315381,1.0000000662684663,0.9999999337315381,1.0,1.002218
5b45ccfd95cf49b5,random,26,6,8,-3.762137,10.019892365780157,8.546194351461155,1.0682742939326444,0.9360891726774536,0.8529227699738611,0.7984117701025937,1.030358
f83fdb9086011ed7,blowup,26,12,6,-6.395664,9.039481477809119,7.211109522018149,1.2018515870030249,0.8320494899820631,0.7977348634123084,0.663754886243122,1.11442
0a06b79a1b7f9d32,circulant,27,10,5,-3.824906,7.470029958974043,6.623853786509292,1.3247707573018583,0.7548475798459544,0.8867238582559892,0.6693413583962006,0.804249
c34b3d90fded7eac,circulant,27,10,5,-5.237776,9.280878784410532,6.676464084823703,1.3352928169647407,0.7488994079014848,0.7193784381753191,0.5387420864065914,0.804249
b0906988eef7002a,cayley_tabu_gap,27,10,5,-3.544607,7.065866805880748,6.873369460823313,1.3746738921646626,0.7274452549799476,0.9727567260541589,0.7076272646179267,0.804249
743c3fde38ad8bf0,circulant_fast,27,8,6,-4.411474,9.596748782618405,7.475208642301663,1.245868107050277,0.8026531816177592,0.7789313664061658,0.6252117395077775,0.85493
8cf18e454b3f1d67,circulant_fast,27,8,6,-3.269769,7.833679909499477,7.106857078761565,1.184476179793594,0.8442550530431597,0.9072182117300283,0.7659235594658556,0.85493
7d875aa5fdae5982,circulant_fast,27,8,6,-4.744678,10.051749130107487,7.928546879228062,1.3214244798713437,0.7567590999202329,0.7887728570025782,0.5969110373067816,0.85493
b44afa63f44450cf,cayley_tabu,27,8,6,-3.532089,8.269655480459786,7.976271857216654,1.3293786428694423,0.7522311309601877,0.9645228723329088,0.7255441310919527,0.85493
e167669f5a27a7cc,cayley_tabu,27,6,7,-2.569281,8.095263418249443,7.799178770755327,1.1141683958221895,0.8975303946420594,0.9634249520742411,0.8647031774432007,0.868172
488bf636de56592b,cayley_tabu_gap,27,4,9,-2.0,9.0,8.999995122485693,0.9999994580539658,1.0000005419463278,0.9999994580539658,1.0,0.961797
3dfe6b69472a8190,cayley_tabu_gap,27,4,9,-2.0,9.0,9.00013969779366,1.0000155219770734,0.9999844782638547,1.0000155219770734,1.0,0.961797
548502a0c1f22a2f,srg_catalog,27,10,6,-5.0,9.0,8.999980353731441,1.499996725621907,0.6666681219489959,0.9999978170812712,0.6666666666666666,0.965099
1bedce64dee268c6,random,27,8,7,-4.428982,9.621263752735342,7.920833903018596,1.131547700431228,0.8837453335983134,0.8232633577648976,0.727555150747207,0.997419
9688a86f0c88c501,regularity,27,4.962963,9,-3.381984,10.942378423733548,9.200399802123894,1.0222666446804327,0.9782183593719882,0.8408043887578063,0.8224902897234286,1.035558
d307cca7e5ea8fea,cayley_tabu_gap,27,6,9,-3.0,9.0,9.00002110100785,1.0000023445564277,0.9999976554490693,1.0000023445564277,1.0,1.116221
1df3ee71678fac7d,cayley_tabu_gap,28,7,6,-4.405813,10.815779988677702,7.818710601438214,1.3031184335730357,0.7673899579933715,0.7228984511170794,0.554745012036209,0.770848
c7d038bd7d573b8a,circulant,28,10,5,-4.189855,8.267592586393588,7.077946632268329,1.4155893264536659,0.706419567675888,0.8561073321291711,0.6047709714468469,0.775526
a946db5b645fbc42,circulant,28,10,5,-4.603875,8.827006530800901,6.699774420424028,1.3399548840848055,0.7462937833783888,0.7590086624549192,0.5664434463204521,0.775526
c60fec04903e4862,circulant_fast,28,8,6,-4.870415,10.59574380468695,7.931407011600359,1.32190116860006,0.7564862061957592,0.7485465067673643,0.5662651070655317,0.824397
8fb95af817e00983,circulant_fast,28,8,6,-4.405813,9.943948373234386,7.725442120368971,1.2875736867281617,0.776654579312729,0.7768988565108751,0.6033820545719939,0.824397
142722d606de7589,circulant_fast,28,8,6,-3.372581,8.303503663768145,7.505777565873462,1.250962927645577,0.7993842006829799,0.9039289762253596,0.7225865421340935,0.824397
49e4411fa8f031b0,cayley_tabu,28,8,6,-4.405813,9.943948373234386,7.784639936021968,1.2974399893369946,0.770748557327118,0.7828520064500216,0.6033820545719939,0.824397
faf7874b060180d9,cayley_tabu_gap,28,4,8,-2.24698,10.071336869975571,9.011061641949233,1.1263827052436541,0.8877977221637866,0.8947234868900865,0.7943334736274594,0.824397
50430252a8dff686,cayley_tabu_gap,28,7,7,-3.372581,9.104028013856917,7.817347702234109,1.1167639574620156,0.8954443714969311,0.8586691177065363,0.7688904284285537,0.899322
5666b443de37834d,cayley_tabu_gap,28,7,7,-3.0,8.4,7.805400539187355,1.115057219883908,0.8968149635443042,0.9292143499032565,0.8333333333333333,0.899322
29b96164c91bc979,regularity,28,4.928571,9,-3.233024,11.091541788094116,9.429804542055244,1.0477560602283604,0.9544206308690288,0.8501797786289176,0.8114291206711028,0.998574
6befc8e90e26495a,random,28,6,9,-3.861031,10.96324187602696,9.180605300987601,1.020067255665289,0.9803275170790566,0.8373987735381991,0.8209250604677499,1.076356
e4dba20844ab4a4d,circulant,29,8,6,-3.50545,8.835643108266083,7.820624047039749,1.3034373411732914,0.7672022032910675,0.8851222204440619,0.6790677177065663,0.79597
ac9b4552b3a52263,circulant_fast,29,8,6,-3.67209,9.123525435461858,7.995545134610136,1.3325908557683561,0.7504178763281487,0.876365741638926,0.6576405187274259,0.79597
339373b47da91f3f,circulant_fast,29,8,6,-4.088802,9.808685591839456,7.730519558090926,1.2884199263484877,0.7761444693222815,0.7881300186155926,0.611702755055359,0.79597
a4cd8782ae43c174,cayley_tabu_gap,29,10,6,-4.273131,8.682103387126483,7.450416489930405,1.2417360816550675,0.8053241061233674,0.8581349654252701,0.6910767739643124,0.89854
77af238fe34f0cde,cayley_tabu_gap,29,10,6,-4.692239,9.261687820351955,7.08014006383976,1.1800233439732934,0.8474408621721574,0.7644546222214069,0.6478300841468,0.89854
397fc3d85e62fdab,random,29,7.931034,7,-4.161732,9.980365782319776,8.170672939754013,1.1672389913934305,0.8567225798430677,0.8186746976977903,0.7013770990638944,0.928631
35190c62ac239f53,regularity,29,4,10,-2.898602,12.184998931667602,10.757606085024687,1.0757606085024687,0.9295748441580023,0.8828565472473483,0.8206812373213258,0.994962
e383b3fe721d2153,circulant,30,8,6,-4.236068,10.385855979224699,8.280859253996212,1.3801432089993686,0.7245624899498798,0.7973208246446698,0.5777087619934335,0.769437
076656aac7ff579f,circulant_fast,30,8,6,-3.956295,9.926892068153219,8.280859187196185,1.3801431978660308,0.7245624957947798,0.8341844688492459,0.6044187807026524,0.769437
878b29ae274556df,circulant_fast,30,8,6,-3.618034,9.342460178718706,7.999765937497975,1.3332943229163292,0.7500219440015983,0.856280442674054,0.6422291222249431,0.769437
5c13345ed414ca68,cayley_tabu_gap,30,8,6,-4.0,10.0,8.21664321759555,1.369440536265925,0.7302252076798571,0.821664321759555,0.6,0.769437
167bc4264ed1856c,cayley_tabu_gap,30,7,7,-3.497212,9.994688113377151,7.981597355890024,1.1402281936985748,0.8770174299552139,0.7985839343207964,0.7003720296815483,0.839367
cabec6c77270953d,cayley_tabu_gap,30,10,6,-3.854102,8.345763586842367,7.519791102214564,1.2532985170357607,0.7978945051057351,0.9010309271245112,0.7189276256829736,0.868589
4af8b34931bb6fee,cayley_tabu_gap,30,8,7,-4.236068,10.385855979224699,8.47451739636632,1.2106453423380457,0.8260057384508339,0.8159671589244337,0.6739935556590058,0.897677
48f1682d3a64763a,cayley_tabu_gap,30,11,6,-3.854102,7.783914503885863,6.708245397125383,1.1180408995208972,0.8944216624172872,0.8618087202494982,0.770820388251271,0.917471
7d96d06665faa954,random_regular_switch,30,8.933333,7,-4.620005,10.226274147372402,8.252449471416465,1.178921353059495,0.8482330033337977,0.8069849636817039,0.6845112793889474,0.955751
4b5fa74c0e75d800,random_regular_switch,30,9,7,-4.811855,10.45157583829254,8.16860682292377,1.1669438318462528,0.8569392739476358,0.7815670047568889,0.6697554615977969,0.955751
d1021722d9440791,regularity,30,4,10,-2.750955,12.224737092752063,10.317404571069464,1.0317404571069464,0.969236006121202,0.8439776244502273,0.818013501977798,0.961797
59faa71b4516fbfb,alpha_targeted,30,8.933333,7,-4.745808,10.408127235474803,8.355381310913486,1.1936259015590696,0.8377834283705116,0.8027747088290016,0.6725513477719002,1.013354
fbc1488339283c07,alpha_targeted,30,9.866667,7,-5.368517,10.571287488224625,8.110630103183412,1.158661443311916,0.8630648804033744,0.7672320057720364,0.6621709993032837,1.013354
3f14172ab2f7b568,alpha_targeted,30,9.866667,7,-5.412652,10.62740819797008,8.002858955589256,1.1432655650841794,0.8746874134413113,0.7530395752670783,0.6586742383093044,1.013354
7db5f61bbc21221f,random,30,7.866667,8,-4.693398,11.210287526378247,9.021233843399642,1.1276542304249553,0.8867966554101882,0.8047281411981918,0.7136302241290141,1.025916
c28ebb4b9ba86bb2,random_regular_switch,30,8,8,-4.430964,10.693371809298137,8.80018732212163,1.1000234152652038,0.9090715580439811,0.8229571999422728,0.748126983955034,1.025916
daa0c51c09f16351,random_regular_switch,30,8,8,-4.864183,11.343548984027978,8.828205352052992,1.103525669006624,0.9061864423146441,0.7782577890291075,0.7052466570439476,1.025916
a2fe80691de1a867,alpha_targeted,30,10.933333,7,-5.747156,10.336308485920286,7.917687437705779,1.13109820538654,0.8840965313513706,0.7660072692771256,0.6772243697578421,1.070383
2cbcdee7da592d5b,alpha_targeted,30,10.733333,7,-5.396108,10.036506534851394,7.608575366536448,1.0869393380766355,0.920014544481869,0.7580900127067077,0.697453837716616,1.070383
ac6a71319063649e,alpha_targeted,30,10.866667,7,-5.171151,9.673044674780572,7.789742721442886,1.1128203887775552,0.898617611687103,0.805304119162418,0.7236604642435182,1.070383
c2c98ee33d1915c2,alpha_targeted,30,8.933333,8,-4.614256,10.217883049153619,8.321146427146726,1.0401433033933407,0.9614059877495936,0.8143708816314935,0.7829410418494335,1.092287
724a4a4f740b08f1,circulant,31,12,5,-5.205349,9.37881695977222,7.239918251921528,1.4479836503843058,0.6906155326647456,0.7719436558976583,0.5331162791049324,0.778896
06efa93edb20e38d,cayley,31,10,6,-3.297071,7.686595115570941,7.686610734199313,1.2811017890332188,0.7805780996954569,1.000002031930671,0.7805796857760389,0.84057
38ba0624fd9d6e51,sat_circulant,31,10,6,-4.918388,10.220275005583714,7.821424673303096,1.3035707788838493,0.7671236699983606,0.7652851482988435,0.5870683515582485,0.84057
47e71873ac0304f8,circulant_fast,31,6,8,-3.999315,12.398725812718173,9.407335154317456,1.175916894289682,0.8504002322409481,0.7587340260938544,0.6452275919993233,0.864171
60116fbdbec6f0af,circulant_fast,31,6,8,-2.73078,9.69606152027654,9.147644438968955,1.1434555548711194,0.8745420805732248,0.9434391912468039,0.8250772732073004,0.864171
75a225b75fcb33db,circulant_fast,31,6,8,-2.510882,9.145625800005217,9.145664091949435,1.1432080114936793,0.8747314486481176,1.00000418691351,0.8747351110730375,0.864171
fba6377446c30431,cayley_tabu_gap,31,8,7,-3.705704,9.81374755418384,8.327107564128031,1.189586794875433,0.8406280267298314,0.8485145473889821,0.713285109623156,0.86872
244a97b5c2993c59,regularity,31,3.935484,11,-3.206388,13.917643441383435,11.426227773071256,1.0387479793701142,0.9626974202215917,0.8209886839819394,0.7903636881005326,1.023848
36e2e51a50d1aae7,polarity,31,5.806452,10,-2.72214,9.89452186245983,10.088602373778325,1.0088602373778326,0.9912175769749222,1.0196149459282962,1.010660256150462,1.080214
b577df8ad1d62f0c,random,31,5.935484,10,-3.963251,12.411765846848107,10.506546354939015,1.0506546354939015,0.951787548655235,0.8464989176062396,0.8056871297277526,1.080214
43adfd124f62a42c,circulant,32,4,8,-2.0,10.666666666666666,9.372590750245374,1.1715738437806718,0.853552684970328,0.8786803828355039,0.75,0.721348
4e9a35d687fd406c,cayley_tabu_gap,32,5,8,-3.0,12.0,9.99996662727697,1.2499958284096213,0.8000026698267523,0.8333305522730808,0.6666666666666666,0.776669
285884ded82d2994,circulant_fast,32,6,8,-3.847759,12.503178438871219,9.372570549380068,1.1715713186725085,0.8535545246473654,0.7496150355050215,0.6398373052990065,0.837166
efb32761beb9acea,circulant_fast,32,6,8,-2.686972,9.897937278950593,9.46558562439585,1.1831982030494812,0.8451669360405377,0.9563190145209142,0.8082492113799474,0.837166
f33349328cc8250d,cayley_tabu_gap,32,6,8,-2.828427,10.252071405245804,10.252062886041964,1.2815078607552455,0.7803307577143216,0.9999991690260921,0.7803301092798224,0.837166
11b2498f082125f4,cayley_tabu_gap,32,6,8,-2.0,8.0,8.000010394223914,1.0000012992779892,0.9999987007236989,1.0000012992779892,1.0,0.837166
996f7c8877784949,cayley_tabu_gap,32,6,8,-2.828427,10.252071405245804,9.37257807234213,1.1715722590427662,0.8535538395361552,0.9142131089280501,0.7803301092798224,0.837166
aa1edb19fea36f8d,cayley_tabu_gap,32,5,10,-3.0,12.0,11.999996470602863,1.1999996470602863,0.8333335784304289,0.9999997058835719,0.8333333333333334,0.970836
f4f40853bf07f819,regularity,32,3.9375,11,-2.918886,13.622971635494267,10.999993261103382,0.9999993873730347,1.0000006126273406,0.807459162026236,0.8074596566977951,0.991853
89f9e6ae8f9e23b8,cayley_tabu_gap,32,9,8,-5.0,11.428571428571429,8.000004501296079,1.0000005626620099,0.9999994373383068,0.7000003938634068,0.7,1.024019
2fb3526310259951,random,32,5.9375,10,-3.878607,12.644057771578895,10.913120307244407,1.0913120307244406,0.9163282103067942,0.8631026925371015,0.7908853455634974,1.046457
f7bac1a5bfba6ac4,cayley_tabu_gap,32,6,10,-4.0,12.8,12.000059207668436,1.2000059207668436,0.8333292217099786,0.9375046255990965,0.78125,1.046457
991d546179b15d5a,cayley_tabu_gap,32,10,8,-6.0,12.0,8.00000081395162,1.0000001017439526,0.9999998982560577,0.6666667344959684,0.6666666666666666,1.085736
017752636f2b5b98,cayley_tabu_gap,32,12,8,-4.0,8.0,8.000009002198599,1.0000011252748249,0.9999988747264413,1.0000011252748249,1.0,1.207289
342a5944c3516cbe,circulant,33,12,5,-4.742045,9.346975533753492,7.685600273489583,1.5371200546979167,0.6505672715307365,0.8222553109009,0.5349323941144559,0.73169
3784fa181a8101c2,circulant_fast,33,4,9,-2.203616,11.722087247179708,10.355359443887295,1.150595493765255,0.8691151715948059,0.8834057643086352,0.7677813524349401,0.786925
ef57a1b708a825da,circulant_fast,33,6,8,-2.786664,10.46585052074371,9.819918892059588,1.2274898615074485,0.8146706798636413,0.9382819745606092,0.7643908141190914,0.811797
6371d33b9ff61e77,circulant_fast,33,6,9,-2.904073,10.762985546052912,10.355359296503728,1.1505954773893032,0.8691151839645644,0.9621270280625183,0.8361992089918352,0.913272
142b222ba6fc919d,random,33,4.909091,11,-3.631629,14.032043785535647,12.385148537713455,1.1259225943375868,0.8881605227829442,0.8826332590609626,0.7839200167931984,1.035558
3cf5a335d79d8d42,regularity,33,3.939394,12,-3.017843,14.314420940381936,11.999998537425935,0.9999998781188278,1.000000121881187,0.8383153316089188,0.8383154337837865,1.049233
2a7d3786d6094bbd,circulant,34,8,6,-2.561553,8.246211707691096,8.246229304476028,1.3743715507460046,0.7276052821794827,1.000002133923498,0.7276068348334916,0.678915
dc04588e804a84da,circulant_fast,34,6,8,-3.481844,12.48519760502282,10.054469809400263,1.256808726175033,0.7956660223416783,0.8053112275415913,0.6407587811651122,0.787921
5a429d69617575fb,circulant_fast,34,6,8,-2.721167,10.608635059963879,9.33928050878249,1.1674100635978113,0.8565970357649012,0.8803470433277671,0.7541026677589604,0.787921
ab710fcf522d2d43,blowup,34,16,6,-5.123106,8.246211707691096,8.246208915587637,1.3743681525979394,0.7276070811956177,0.99999966140774,0.7276068348334916,1.018373
b7e90ca75cbcd761,random,34,6,11,-4.053218,13.707990018718384,11.793562216173125,1.0721420196521023,0.9327122542258799,0.8603421945937304,0.802451707725159,1.083391
53ea93e43b24302e,regularity,34,6,11,-3.87762,13.347251665887125,11.102205846840462,1.0092914406218603,0.9907940954932349,0.831797146315556,0.8241397012175753,1.083391
aa1f95491a85cac9,circulant,35,4,10,-2.24698,12.589171087469465,10.549540899681196,1.0549540899681196,0.9479085483522982,0.8379853468018716,0.7943334736274593,0.824397
738bf5b2369d4da8,circulant_fast,35,6,9,-2.809558,11.162254678384548,10.641127368860387,1.1823474854289318,0.8457750469501105,0.9533134367079698,0.8062887166898544,0.861085
3d352bdb86d98e6e,cayley_tabu,35,10,7,-4.603875,11.033758163501126,8.791524272433131,1.2559320389190187,0.7962214268064222,0.7967842091659084,0.6344166598789063,0.868589
e7f10a8bd018484e,circulant_fast,35,8,8,-4.659618,12.882428995882815,9.981317067930247,1.2476646334912809,0.8014974322080024,0.7748008602353054,0.6210008999511486,0.879357
67dacb3f61077e32,regularity,35,6,10,-3.538827,12.984714472754353,10.875742996704332,1.0875742996704332,0.9194774097760762,0.8375804504230534,0.7701363030340683,0.956761
5d6787c7b8ac7507,alpha_targeted,35,9.942857,8,-5.038645,11.771354768033273,9.388554556726024,1.173569319590753,0.8521013486861772,0.7975763828155049,0.6796159114773345,1.048539
